ageb_id,year,ageb_cvs,lagged_ageb_cvs,lagged2_ageb_cvs
3258,2016,0,0,0
3258,2017,0,0,0
3258,2018,0,0,0
3258,2019,0,0,0
3258,2020,0,1,1
3259,2016,0,1,1
3259,2017,0,1,1
3259,2018,0,1,1
3259,2019,0,1,1
3259,2020,0,2,2
3260,2016,1,1,1
3260,2017,1,1,1
3260,2018,1,1,1
3260,2019,1,1,1
3260,2020,1,2,2
3261,2016,0,1,1
3261,2017,0,1,1
3261,2018,0,1,1
3261,2019,0,1,1
3261,2020,0,1,3
3262,2016,0,0,0
3262,2017,0,0,0
3262,2018,0,0,0
3262,2019,0,0,0
3262,2020,0,0,0
3263,2016,0,0,0
3263,2017,0,0,0
3263,2018,0,0,0
3263,2019,0,0,0
3263,2020,0,0,1
3264,2016,0,0,0
3264,2017,0,1,2
3264,2018,0,1,2
3264,2019,0,1,2
3264,2020,0,2,4
3265,2016,0,0,0
3265,2017,0,0,1
3265,2018,0,0,1
3265,2019,0,0,1
3265,2020,0,0,3
3266,2016,0,0,0
3266,2017,0,0,0
3266,2018,0,0,0
3266,2019,0,0,0
3266,2020,0,0,0
3267,2016,0,0,0
3267,2017,0,0,1
3267,2018,0,0,1
3267,2019,0,0,1
3267,2020,0,1,3
3268,2016,0,0,0
3268,2017,0,0,0
3268,2018,0,0,0
3268,2019,0,0,0
3268,2020,0,0,1
3269,2016,0,0,1
3269,2017,0,0,1
3269,2018,0,0,1
3269,2019,0,0,1
3269,2020,0,0,2
3270,2016,0,0,0
3270,2017,0,0,1
3270,2018,0,0,1
3270,2019,0,0,1
3270,2020,1,1,2
3271,2016,0,1,1
3271,2017,0,1,1
3271,2018,0,1,1
3271,2019,0,1,1
3271,2020,1,2,2
3272,2016,0,0,1
3272,2017,0,0,1
3272,2018,0,0,1
3272,2019,0,0,1
3272,2020,1,1,2
3273,2016,0,0,0
3273,2017,0,0,0
3273,2018,0,0,0
3273,2019,0,0,0
3273,2020,0,1,1
3274,2016,0,0,0
3274,2017,0,0,0
3274,2018,0,0,0
3274,2019,0,0,0
3274,2020,0,0,1
3275,2016,0,0,0
3275,2017,0,0,0
3275,2018,0,0,0
3275,2019,0,0,0
3275,2020,0,0,1
3276,2016,0,0,0
3276,2017,0,0,1
3276,2018,0,0,1
3276,2019,0,0,1
3276,2020,0,1,2
3277,2016,0,0,0
3277,2017,0,0,0
3277,2018,0,0,0
3277,2019,0,0,0
3277,2020,0,0,0
3278,2016,0,0,0
3278,2017,0,0,1
3278,2018,0,0,1
3278,2019,0,0,1
3278,2020,0,0,2
3279,2016,0,0,0
3279,2017,0,0,0
3279,2018,0,0,0
3279,2019,0,0,0
3279,2020,0,0,0
3280,2016,0,0,0
3280,2017,0,0,0
3280,2018,0,0,0
3280,2019,0,0,0
3280,2020,0,0,0
3281,2016,0,0,0
3281,2017,0,0,0
3281,2018,0,0,0
3281,2019,0,0,0
3281,2020,0,0,0
3282,2016,0,0,0
3282,2017,0,0,0
3282,2018,0,0,0
3282,2019,0,0,0
3282,2020,0,0,0
3283,2016,0,0,0
3283,2017,0,0,0
3283,2018,0,0,0
3283,2019,0,0,0
3283,2020,0,0,0
3284,2016,0,0,1
3284,2017,0,0,1
3284,2018,0,0,1
3284,2019,0,0,1
3284,2020,0,1,2
3285,2016,0,0,0
3285,2017,0,0,0
3285,2018,0,0,0
3285,2019,0,0,0
3285,2020,0,0,1
3286,2016,0,0,0
3286,2017,0,0,0
3286,2018,0,0,0
3286,2019,0,0,0
3286,2020,0,0,1
3287,2016,0,0,0
3287,2017,0,0,0
3287,2018,0,0,0
3287,2019,0,0,0
3287,2020,0,0,1
3288,2016,0,0,0
3288,2017,0,0,0
3288,2018,0,0,0
3288,2019,0,0,0
3288,2020,0,0,1
3289,2016,0,0,0
3289,2017,0,0,0
3289,2018,0,0,0
3289,2019,0,0,0
3289,2020,0,0,0
3290,2016,0,0,0
3290,2017,0,0,0
3290,2018,0,0,0
3290,2019,0,0,0
3290,2020,0,0,1
3291,2016,0,0,0
3291,2017,0,0,0
3291,2018,0,0,0
3291,2019,0,0,0
3291,2020,0,0,0
3292,2016,0,0,0
3292,2017,0,0,0
3292,2018,0,0,0
3292,2019,0,0,0
3292,2020,1,1,1
3293,2016,0,0,0
3293,2017,0,0,0
3293,2018,0,0,0
3293,2019,0,0,0
3293,2020,0,0,1
3294,2016,0,0,0
3294,2017,0,0,0
3294,2018,0,0,0
3294,2019,0,0,0
3294,2020,1,1,1
3295,2016,0,0,0
3295,2017,0,0,0
3295,2018,0,0,0
3295,2019,0,0,0
3295,2020,0,0,1
3296,2016,0,1,1
3296,2017,0,1,1
3296,2018,0,1,1
3296,2019,0,1,1
3296,2020,1,2,2
3297,2016,0,0,0
3297,2017,0,0,0
3297,2018,0,0,0
3297,2019,0,0,0
3297,2020,0,0,1
3298,2016,0,0,0
3298,2017,0,0,0
3298,2018,0,0,0
3298,2019,0,0,0
3298,2020,0,0,1
3299,2016,0,0,0
3299,2017,0,0,0
3299,2018,0,0,0
3299,2019,0,0,0
3299,2020,0,0,1
3300,2016,0,0,0
3300,2017,0,0,0
3300,2018,0,0,0
3300,2019,0,0,0
3300,2020,0,0,0
3301,2016,0,0,0
3301,2017,0,0,0
3301,2018,0,0,0
3301,2019,0,0,0
3301,2020,0,0,1
3302,2016,0,0,0
3302,2017,0,0,0
3302,2018,0,0,0
3302,2019,0,0,0
3302,2020,0,0,1
3303,2016,0,0,0
3303,2017,0,0,0
3303,2018,0,0,0
3303,2019,0,0,0
3303,2020,0,0,0
3304,2016,0,0,1
3304,2017,0,0,1
3304,2018,0,0,1
3304,2019,0,0,1
3304,2020,1,1,2
3305,2016,0,0,1
3305,2017,0,0,1
3305,2018,0,0,1
3305,2019,0,0,1
3305,2020,1,1,2
3306,2016,0,0,1
3306,2017,0,0,1
3306,2018,0,0,1
3306,2019,0,0,1
3306,2020,1,1,2
3307,2016,0,0,0
3307,2017,0,0,0
3307,2018,0,0,0
3307,2019,0,0,0
3307,2020,0,1,1
3308,2016,0,0,0
3308,2017,0,0,0
3308,2018,0,0,0
3308,2019,0,0,0
3308,2020,0,0,1
3309,2016,0,0,0
3309,2017,0,0,0
3309,2018,0,0,0
3309,2019,0,0,0
3309,2020,0,1,1
3310,2016,0,0,0
3310,2017,0,0,0
3310,2018,0,0,0
3310,2019,0,0,0
3310,2020,0,1,1
3311,2016,0,0,0
3311,2017,0,0,0
3311,2018,0,0,0
3311,2019,0,0,0
3311,2020,0,1,1
3312,2016,0,0,0
3312,2017,0,0,0
3312,2018,0,0,0
3312,2019,0,0,0
3312,2020,0,0,1
3313,2016,0,0,0
3313,2017,0,0,0
3313,2018,0,0,0
3313,2019,0,0,0
3313,2020,0,1,1
3314,2016,0,0,0
3314,2017,0,0,0
3314,2018,0,0,0
3314,2019,0,0,0
3314,2020,0,0,1
3315,2016,0,0,0
3315,2017,0,0,0
3315,2018,0,0,0
3315,2019,0,0,0
3315,2020,0,1,1
3316,2016,0,0,0
3316,2017,0,0,0
3316,2018,0,0,0
3316,2019,0,0,0
3316,2020,0,1,1
3317,2016,0,0,1
3317,2017,0,0,1
3317,2018,0,0,1
3317,2019,0,0,1
3317,2020,0,1,2
3318,2016,0,0,0
3318,2017,0,0,0
3318,2018,0,0,0
3318,2019,0,0,0
3318,2020,0,1,1
3319,2016,0,0,0
3319,2017,0,0,0
3319,2018,0,0,0
3319,2019,0,0,0
3319,2020,0,0,1
3320,2016,0,0,0
3320,2017,0,0,0
3320,2018,0,0,0
3320,2019,0,0,0
3320,2020,0,0,1
3321,2016,0,0,0
3321,2017,0,0,0
3321,2018,0,0,0
3321,2019,0,0,0
3321,2020,0,0,0
3322,2016,0,0,0
3322,2017,0,0,0
3322,2018,0,0,0
3322,2019,0,0,0
3322,2020,0,0,1
3323,2016,0,0,0
3323,2017,0,0,0
3323,2018,0,0,0
3323,2019,0,0,0
3323,2020,0,0,1
3324,2016,0,0,0
3324,2017,0,0,0
3324,2018,0,0,0
3324,2019,0,0,0
3324,2020,0,0,1
3325,2016,0,0,0
3325,2017,0,0,0
3325,2018,0,0,0
3325,2019,0,0,0
3325,2020,0,0,1
3326,2016,0,0,0
3326,2017,0,0,0
3326,2018,0,0,0
3326,2019,0,0,0
3326,2020,1,1,1
3327,2016,0,0,0
3327,2017,0,0,0
3327,2018,0,0,0
3327,2019,0,0,0
3327,2020,1,1,1
3328,2016,0,0,0
3328,2017,0,0,0
3328,2018,0,0,0
3328,2019,0,0,0
3328,2020,0,0,1
3329,2016,0,0,0
3329,2017,0,0,0
3329,2018,0,0,0
3329,2019,0,0,0
3329,2020,0,1,1
3330,2016,0,0,0
3330,2017,0,0,0
3330,2018,0,0,0
3330,2019,0,0,0
3330,2020,0,0,1
3331,2016,0,0,0
3331,2017,0,0,0
3331,2018,0,0,0
3331,2019,0,0,0
3331,2020,0,1,1
3332,2016,0,0,1
3332,2017,0,0,1
3332,2018,0,0,1
3332,2019,0,0,1
3332,2020,0,1,3
3333,2016,0,0,0
3333,2017,0,0,0
3333,2018,0,0,0
3333,2019,0,0,0
3333,2020,0,0,0
3334,2016,0,0,0
3334,2017,0,0,0
3334,2018,0,0,0
3334,2019,0,0,0
3334,2020,1,1,1
3335,2016,0,0,0
3335,2017,0,0,0
3335,2018,0,0,0
3335,2019,0,0,0
3335,2020,0,0,1
3336,2016,0,0,0
3336,2017,0,0,0
3336,2018,0,0,0
3336,2019,0,0,0
3336,2020,0,1,1
3337,2016,0,0,0
3337,2017,0,0,0
3337,2018,0,0,0
3337,2019,0,0,0
3337,2020,0,1,1
3338,2016,0,0,0
3338,2017,0,0,0
3338,2018,0,0,0
3338,2019,0,0,0
3338,2020,0,1,1
3339,2016,0,0,0
3339,2017,0,0,0
3339,2018,0,0,0
3339,2019,0,0,0
3339,2020,0,0,1
3340,2016,0,0,0
3340,2017,0,0,0
3340,2018,0,0,0
3340,2019,0,0,0
3340,2020,0,1,1
3341,2016,0,0,1
3341,2017,0,0,1
3341,2018,0,0,1
3341,2019,0,0,1
3341,2020,0,1,2
3342,2016,0,0,0
3342,2017,0,0,0
3342,2018,0,0,0
3342,2019,0,0,0
3342,2020,0,1,1
3343,2016,0,0,1
3343,2017,0,0,1
3343,2018,0,0,1
3343,2019,0,0,1
3343,2020,0,1,3
3344,2016,0,0,0
3344,2017,0,0,0
3344,2018,0,0,0
3344,2019,0,0,0
3344,2020,0,0,2
3345,2016,0,0,0
3345,2017,0,0,0
3345,2018,0,0,0
3345,2019,0,0,0
3345,2020,0,0,1
3346,2016,0,0,0
3346,2017,0,0,0
3346,2018,0,0,0
3346,2019,0,0,0
3346,2020,1,1,1
3347,2016,0,0,0
3347,2017,0,0,0
3347,2018,0,0,0
3347,2019,0,0,0
3347,2020,1,1,1
3348,2016,0,0,0
3348,2017,0,0,0
3348,2018,0,0,0
3348,2019,0,0,0
3348,2020,1,1,1
3349,2016,0,0,0
3349,2017,0,0,0
3349,2018,0,0,0
3349,2019,0,0,0
3349,2020,1,1,1
3350,2016,0,0,0
3350,2017,0,0,0
3350,2018,0,0,0
3350,2019,0,0,0
3350,2020,0,1,1
3351,2016,0,0,0
3351,2017,0,0,0
3351,2018,0,0,0
3351,2019,0,0,0
3351,2020,0,0,1
3352,2016,0,0,0
3352,2017,0,0,0
3352,2018,0,0,0
3352,2019,0,0,0
3352,2020,0,1,1
3353,2016,0,0,0
3353,2017,0,0,0
3353,2018,0,0,0
3353,2019,0,0,0
3353,2020,0,1,1
3354,2016,0,0,0
3354,2017,0,0,0
3354,2018,0,0,0
3354,2019,0,0,0
3354,2020,0,1,1
3355,2016,0,0,0
3355,2017,0,0,0
3355,2018,0,0,0
3355,2019,0,0,0
3355,2020,0,0,0
3356,2016,0,0,0
3356,2017,0,0,0
3356,2018,0,0,0
3356,2019,0,0,0
3356,2020,0,0,0
3357,2016,0,1,1
3357,2017,0,1,1
3357,2018,0,1,1
3357,2019,0,1,1
3357,2020,0,2,2
3358,2016,0,1,1
3358,2017,0,1,1
3358,2018,0,1,1
3358,2019,0,1,1
3358,2020,0,2,2
3359,2016,0,1,1
3359,2017,0,1,1
3359,2018,0,1,1
3359,2019,0,1,1
3359,2020,0,1,1
3360,2016,0,0,0
3360,2017,0,0,0
3360,2018,0,0,0
3360,2019,0,0,0
3360,2020,0,0,0
3361,2016,0,0,0
3361,2017,0,0,0
3361,2018,0,0,0
3361,2019,0,0,0
3361,2020,0,0,0
3362,2016,0,1,1
3362,2017,0,1,1
3362,2018,0,1,1
3362,2019,0,1,1
3362,2020,0,1,1
3363,2016,0,1,1
3363,2017,0,1,1
3363,2018,0,1,1
3363,2019,0,1,1
3363,2020,0,1,1
3364,2016,0,0,0
3364,2017,0,0,0
3364,2018,0,0,0
3364,2019,0,0,0
3364,2020,0,0,0
3365,2016,0,0,0
3365,2017,0,0,0
3365,2018,0,0,1
3365,2019,0,1,6
3365,2020,0,2,7
3366,2016,0,0,0
3366,2017,0,0,0
3366,2018,0,0,0
3366,2019,0,0,0
3366,2020,0,0,0
3367,2016,0,0,0
3367,2017,0,0,0
3367,2018,0,0,0
3367,2019,0,0,0
3367,2020,0,1,1
3368,2016,0,0,0
3368,2017,0,0,0
3368,2018,0,0,0
3368,2019,0,0,1
3368,2020,0,0,2
3369,2016,0,0,0
3369,2017,0,0,0
3369,2018,0,0,0
3369,2019,0,0,0
3369,2020,0,0,0
3370,2016,0,0,0
3370,2017,0,0,0
3370,2018,0,0,0
3370,2019,0,0,0
3370,2020,0,0,0
3371,2016,0,0,0
3371,2017,0,0,0
3371,2018,0,0,0
3371,2019,0,0,0
3371,2020,0,0,0
3372,2016,0,0,0
3372,2017,0,0,0
3372,2018,0,0,0
3372,2019,0,0,0
3372,2020,0,0,0
3373,2016,0,0,0
3373,2017,0,0,0
3373,2018,0,0,0
3373,2019,0,0,0
3373,2020,0,0,0
3374,2016,0,0,2
3374,2017,0,0,2
3374,2018,0,0,2
3374,2019,0,0,2
3374,2020,0,0,3
3375,2016,0,0,0
3375,2017,0,0,0
3375,2018,0,0,0
3375,2019,0,0,0
3375,2020,0,0,1
3376,2016,0,0,0
3376,2017,0,0,0
3376,2018,0,0,0
3376,2019,0,0,0
3376,2020,0,0,0
3377,2016,0,0,0
3377,2017,0,0,0
3377,2018,0,0,0
3377,2019,0,0,0
3377,2020,0,0,0
3378,2016,0,0,0
3378,2017,0,0,0
3378,2018,0,0,0
3378,2019,0,0,0
3378,2020,0,0,0
3379,2016,0,0,0
3379,2017,0,0,0
3379,2018,0,0,0
3379,2019,0,0,0
3379,2020,0,0,0
3380,2016,0,0,0
3380,2017,0,0,0
3380,2018,0,0,0
3380,2019,0,0,0
3380,2020,0,0,0
3381,2016,0,0,0
3381,2017,0,0,0
3381,2018,0,0,0
3381,2019,0,0,0
3381,2020,0,0,0
3382,2016,0,0,0
3382,2017,0,0,1
3382,2018,0,0,1
3382,2019,0,0,1
3382,2020,0,0,3
3383,2016,0,0,0
3383,2017,0,0,0
3383,2018,0,0,0
3383,2019,0,0,0
3383,2020,0,0,0
3384,2016,0,0,2
3384,2017,0,0,2
3384,2018,0,0,2
3384,2019,0,0,2
3384,2020,0,0,3
3385,2016,0,2,2
3385,2017,0,2,2
3385,2018,0,2,2
3385,2019,0,2,2
3385,2020,0,3,3
3386,2016,0,2,2
3386,2017,0,2,2
3386,2018,0,2,2
3386,2019,0,2,2
3386,2020,0,3,3
3387,2016,0,0,0
3387,2017,0,0,0
3387,2018,0,0,0
3387,2019,0,0,0
3387,2020,0,0,0
3388,2016,0,0,0
3388,2017,0,0,0
3388,2018,0,0,0
3388,2019,0,0,0
3388,2020,0,0,0
3389,2016,0,0,0
3389,2017,0,0,0
3389,2018,0,0,0
3389,2019,0,0,0
3389,2020,0,0,0
3390,2016,0,0,0
3390,2017,0,0,0
3390,2018,0,0,0
3390,2019,0,0,0
3390,2020,0,0,1
3391,2016,0,0,0
3391,2017,0,0,0
3391,2018,0,0,0
3391,2019,0,0,0
3391,2020,0,0,0
3392,2016,0,0,0
3392,2017,0,0,0
3392,2018,0,0,0
3392,2019,0,0,0
3392,2020,0,1,1
3393,2016,0,0,0
3393,2017,0,0,0
3393,2018,0,0,0
3393,2019,0,0,0
3393,2020,0,1,1
3394,2016,0,0,0
3394,2017,0,0,0
3394,2018,0,0,0
3394,2019,0,0,0
3394,2020,0,0,0
3395,2016,0,0,0
3395,2017,0,0,0
3395,2018,0,0,0
3395,2019,0,0,1
3395,2020,0,0,2
3396,2016,0,0,0
3396,2017,0,0,0
3396,2018,0,0,0
3396,2019,0,0,0
3396,2020,0,0,1
3397,2016,0,0,0
3397,2017,0,0,0
3397,2018,0,0,0
3397,2019,0,0,0
3397,2020,0,0,0
3398,2016,0,0,0
3398,2017,0,0,0
3398,2018,0,0,0
3398,2019,0,0,0
3398,2020,0,0,1
3399,2016,0,0,0
3399,2017,0,0,0
3399,2018,0,0,0
3399,2019,0,0,0
3399,2020,0,0,0
3400,2016,0,0,0
3400,2017,0,0,0
3400,2018,0,0,0
3400,2019,0,0,0
3400,2020,0,0,0
3401,2016,0,0,0
3401,2017,0,0,0
3401,2018,0,0,0
3401,2019,0,0,0
3401,2020,0,0,0
3402,2016,0,0,0
3402,2017,0,0,0
3402,2018,0,0,0
3402,2019,0,0,0
3402,2020,0,0,1
3403,2016,0,0,1
3403,2017,0,0,1
3403,2018,0,0,1
3403,2019,0,0,1
3403,2020,0,0,1
3404,2016,0,0,0
3404,2017,0,0,0
3404,2018,0,0,0
3404,2019,0,0,0
3404,2020,0,0,0
3405,2016,0,0,0
3405,2017,0,0,0
3405,2018,0,0,0
3405,2019,0,0,0
3405,2020,0,0,0
3406,2016,0,0,0
3406,2017,0,0,0
3406,2018,0,0,0
3406,2019,0,0,0
3406,2020,0,0,0
3407,2016,0,0,0
3407,2017,0,0,0
3407,2018,0,0,0
3407,2019,0,0,0
3407,2020,0,0,0
3408,2016,0,0,0
3408,2017,0,0,0
3408,2018,0,0,0
3408,2019,0,0,0
3408,2020,1,1,1
3409,2016,0,0,0
3409,2017,0,0,0
3409,2018,0,0,0
3409,2019,0,0,0
3409,2020,0,1,1
3410,2016,0,0,0
3410,2017,0,0,0
3410,2018,0,0,0
3410,2019,0,0,0
3410,2020,0,0,1
3411,2016,0,0,0
3411,2017,0,0,0
3411,2018,0,0,0
3411,2019,0,0,0
3411,2020,0,0,0
3412,2016,0,0,0
3412,2017,0,0,0
3412,2018,0,0,0
3412,2019,0,0,0
3412,2020,0,1,1
3413,2016,0,0,0
3413,2017,0,0,0
3413,2018,0,0,0
3413,2019,0,0,0
3413,2020,0,0,0
3414,2016,0,0,0
3414,2017,0,0,0
3414,2018,0,0,0
3414,2019,0,0,0
3414,2020,0,1,1
3415,2016,0,0,0
3415,2017,0,0,0
3415,2018,0,0,0
3415,2019,0,0,0
3415,2020,0,0,1
3416,2016,0,0,0
3416,2017,0,0,0
3416,2018,0,0,0
3416,2019,0,0,0
3416,2020,1,1,1
3417,2016,0,0,0
3417,2017,0,0,0
3417,2018,0,0,0
3417,2019,0,0,0
3417,2020,0,0,0
3418,2016,0,0,0
3418,2017,0,0,0
3418,2018,0,0,0
3418,2019,0,0,0
3418,2020,0,0,0
3419,2016,0,0,1
3419,2017,0,0,1
3419,2018,0,0,1
3419,2019,0,0,1
3419,2020,0,1,2
3420,2016,0,0,0
3420,2017,0,0,0
3420,2018,0,0,0
3420,2019,0,0,0
3420,2020,0,1,1
3421,2016,0,0,0
3421,2017,0,0,0
3421,2018,0,0,0
3421,2019,0,0,0
3421,2020,0,0,0
3422,2016,0,0,0
3422,2017,0,0,0
3422,2018,0,0,0
3422,2019,0,0,0
3422,2020,0,0,1
3423,2016,0,0,0
3423,2017,0,0,0
3423,2018,0,0,0
3423,2019,0,0,0
3423,2020,0,0,2
3424,2016,0,0,1
3424,2017,0,0,1
3424,2018,0,0,1
3424,2019,0,0,1
3424,2020,0,0,1
3425,2016,0,0,0
3425,2017,0,0,0
3425,2018,0,0,0
3425,2019,0,0,0
3425,2020,0,0,0
3426,2016,0,0,0
3426,2017,0,0,0
3426,2018,0,0,0
3426,2019,0,0,0
3426,2020,0,0,0
3427,2016,0,0,0
3427,2017,0,0,0
3427,2018,0,0,0
3427,2019,0,0,0
3427,2020,0,0,0
3428,2016,0,0,0
3428,2017,0,0,2
3428,2018,0,0,2
3428,2019,0,0,2
3428,2020,0,0,3
3429,2016,0,0,0
3429,2017,0,0,2
3429,2018,0,0,2
3429,2019,0,0,2
3429,2020,0,0,3
3430,2016,0,0,0
3430,2017,0,0,1
3430,2018,0,0,1
3430,2019,0,0,1
3430,2020,0,0,3
3431,2016,0,0,0
3431,2017,0,0,0
3431,2018,0,0,0
3431,2019,0,0,0
3431,2020,0,0,0
3432,2016,0,0,0
3432,2017,0,0,0
3432,2018,0,0,0
3432,2019,0,0,0
3432,2020,0,0,0
3433,2016,0,0,0
3433,2017,0,0,0
3433,2018,0,0,0
3433,2019,0,0,0
3433,2020,0,1,1
3434,2016,0,0,0
3434,2017,0,0,0
3434,2018,0,0,0
3434,2019,0,0,0
3434,2020,0,0,0
3435,2016,0,0,0
3435,2017,0,0,0
3435,2018,0,0,1
3435,2019,0,1,6
3435,2020,0,2,7
3436,2016,0,0,0
3436,2017,0,0,0
3436,2018,0,0,0
3436,2019,0,0,1
3436,2020,0,0,2
3437,2016,0,2,2
3437,2017,0,2,2
3437,2018,0,2,2
3437,2019,0,2,2
3437,2020,0,3,5
3438,2016,0,1,2
3438,2017,0,1,2
3438,2018,0,1,2
3438,2019,0,1,2
3438,2020,0,1,5
3439,2016,0,0,0
3439,2017,0,0,0
3439,2018,0,0,1
3439,2019,0,1,6
3439,2020,0,2,7
3440,2016,0,1,2
3440,2017,0,1,2
3440,2018,0,1,2
3440,2019,0,1,2
3440,2020,0,1,5
3441,2016,0,1,2
3441,2017,0,1,2
3441,2018,0,1,2
3441,2019,0,1,2
3441,2020,0,1,5
3442,2016,0,0,1
3442,2017,0,0,1
3442,2018,0,0,1
3442,2019,0,0,1
3442,2020,0,0,1
3443,2016,0,1,2
3443,2017,0,1,2
3443,2018,0,1,2
3443,2019,0,1,2
3443,2020,0,1,5
3444,2016,0,0,1
3444,2017,0,0,1
3444,2018,0,0,1
3444,2019,0,0,1
3444,2020,0,0,1
3445,2016,0,0,1
3445,2017,0,0,1
3445,2018,0,0,1
3445,2019,0,0,1
3445,2020,0,0,1
3446,2016,0,1,2
3446,2017,0,1,2
3446,2018,0,1,2
3446,2019,0,1,2
3446,2020,0,1,5
3447,2016,0,0,0
3447,2017,0,0,0
3447,2018,0,0,0
3447,2019,0,0,1
3447,2020,0,0,2
3448,2016,0,0,0
3448,2017,0,0,0
3448,2018,0,0,0
3448,2019,0,0,1
3448,2020,0,0,2
3449,2016,0,0,0
3449,2017,0,0,0
3449,2018,0,0,1
3449,2019,0,1,6
3449,2020,0,2,7
3450,2016,0,0,0
3450,2017,0,0,0
3450,2018,0,0,0
3450,2019,0,0,1
3450,2020,0,0,2
3451,2016,0,0,0
3451,2017,0,0,0
3451,2018,0,0,0
3451,2019,0,0,0
3451,2020,0,0,0
3452,2016,0,0,0
3452,2017,0,0,0
3452,2018,0,0,0
3452,2019,0,0,0
3452,2020,0,0,0
3453,2016,0,0,0
3453,2017,0,0,0
3453,2018,0,0,0
3453,2019,0,0,0
3453,2020,0,0,1
3454,2016,0,0,0
3454,2017,0,0,0
3454,2018,0,0,0
3454,2019,0,0,0
3454,2020,0,0,0
3455,2016,0,0,0
3455,2017,0,0,0
3455,2018,0,0,0
3455,2019,0,0,0
3455,2020,0,0,1
3456,2016,0,0,0
3456,2017,0,0,0
3456,2018,0,0,0
3456,2019,0,0,0
3456,2020,0,0,0
3457,2016,1,1,1
3457,2017,1,1,1
3457,2018,1,1,1
3457,2019,1,1,1
3457,2020,1,1,1
3458,2016,0,0,0
3458,2017,0,0,0
3458,2018,0,0,0
3458,2019,0,0,0
3458,2020,0,0,1
3459,2016,0,0,0
3459,2017,0,0,0
3459,2018,0,0,0
3459,2019,0,0,0
3459,2020,0,0,0
3460,2016,0,0,0
3460,2017,0,0,0
3460,2018,0,0,0
3460,2019,0,0,0
3460,2020,0,0,0
3461,2016,0,0,0
3461,2017,0,0,0
3461,2018,0,0,0
3461,2019,0,0,0
3461,2020,0,0,0
3462,2016,0,0,0
3462,2017,0,0,0
3462,2018,0,0,0
3462,2019,0,0,0
3462,2020,0,0,0
3463,2016,0,0,0
3463,2017,0,0,0
3463,2018,0,0,0
3463,2019,0,0,0
3463,2020,0,0,0
3464,2016,0,0,0
3464,2017,0,0,0
3464,2018,0,0,0
3464,2019,0,0,0
3464,2020,0,0,0
3465,2016,0,0,0
3465,2017,0,0,0
3465,2018,0,0,0
3465,2019,0,0,0
3465,2020,0,0,0
3466,2016,0,0,0
3466,2017,0,0,0
3466,2018,0,0,0
3466,2019,0,0,0
3466,2020,0,0,0
3467,2016,0,0,0
3467,2017,0,0,0
3467,2018,0,0,0
3467,2019,0,0,0
3467,2020,0,0,0
3468,2016,0,0,0
3468,2017,0,0,0
3468,2018,0,0,0
3468,2019,0,0,0
3468,2020,0,0,0
3469,2016,0,0,0
3469,2017,0,0,0
3469,2018,0,0,0
3469,2019,0,0,0
3469,2020,0,0,0
3470,2016,0,0,0
3470,2017,0,0,0
3470,2018,0,0,0
3470,2019,0,0,0
3470,2020,0,0,0
3471,2016,0,2,2
3471,2017,0,2,2
3471,2018,0,2,2
3471,2019,0,2,2
3471,2020,0,3,3
3472,2016,0,2,2
3472,2017,0,2,2
3472,2018,0,2,2
3472,2019,0,2,2
3472,2020,0,3,3
3473,2016,0,0,0
3473,2017,0,0,0
3473,2018,0,0,0
3473,2019,0,0,0
3473,2020,0,0,0
3474,2016,0,1,1
3474,2017,0,1,1
3474,2018,0,1,1
3474,2019,0,1,1
3474,2020,0,1,1
3475,2016,0,0,0
3475,2017,0,0,0
3475,2018,0,0,0
3475,2019,0,0,0
3475,2020,0,0,0
3476,2016,0,1,1
3476,2017,0,1,1
3476,2018,0,1,1
3476,2019,0,1,1
3476,2020,0,1,1
3477,2016,0,0,0
3477,2017,0,0,0
3477,2018,0,0,0
3477,2019,0,0,0
3477,2020,0,0,0
3478,2016,1,1,1
3478,2017,1,1,1
3478,2018,1,1,1
3478,2019,1,1,1
3478,2020,1,1,1
3479,2016,0,0,0
3479,2017,0,0,0
3479,2018,0,0,0
3479,2019,0,0,0
3479,2020,0,0,0
3480,2016,0,0,0
3480,2017,0,0,0
3480,2018,0,0,0
3480,2019,0,0,0
3480,2020,0,0,0
3481,2016,0,0,0
3481,2017,0,0,0
3481,2018,0,0,0
3481,2019,0,0,0
3481,2020,0,0,0
3482,2016,0,0,0
3482,2017,0,0,0
3482,2018,0,0,0
3482,2019,0,0,0
3482,2020,0,0,0
3483,2016,0,0,0
3483,2017,0,0,0
3483,2018,0,0,0
3483,2019,0,0,0
3483,2020,0,0,0
3484,2016,0,0,0
3484,2017,0,0,0
3484,2018,0,0,0
3484,2019,0,0,0
3484,2020,0,0,0
3485,2016,0,0,0
3485,2017,0,0,0
3485,2018,0,0,0
3485,2019,0,0,0
3485,2020,0,0,0
3486,2016,0,0,0
3486,2017,0,0,0
3486,2018,0,0,0
3486,2019,0,0,0
3486,2020,0,0,0
3487,2016,0,0,0
3487,2017,0,0,0
3487,2018,0,0,0
3487,2019,0,0,0
3487,2020,0,0,0
3488,2016,0,0,0
3488,2017,0,0,0
3488,2018,0,0,0
3488,2019,0,0,0
3488,2020,0,0,1
3489,2016,0,0,0
3489,2017,0,0,0
3489,2018,0,0,0
3489,2019,0,0,0
3489,2020,0,1,1
3490,2016,0,0,1
3490,2017,0,0,1
3490,2018,0,0,1
